Date,Amount,Category,Text,,,,,,,,,,,
2025-02-11,789.38,Food,Transaction at Dominos,,,,,,,,,,,
2025-02-11,16921.93,Healthcare,Transaction at Netmeds,,,,,,,,,,,
2025-02-11,3691.33,Grocery,Transaction at Spencers,,,,,,,,,,,
2025-02-11,86466.42,Electronics,Transaction at HP World,,,,,,,,,,,
2025-02-12,947.12,Transport,Transaction at TSRTC,,,,,,,,,,,
2025-02-12,806.07,Food,Transaction at Chai Point,,,,,,,,,,,
2025-02-12,6456.66,Online Shopping,Transaction at Meesho,,,,,,,,,,,
2025-02-12,19218.71,Electronics,Transaction at Asus Store,,,,,,,,,,,
2025-02-12,3171.52,Bills,Transaction at TNEB,,,,,,,,,,,
2025-02-12,733.84,Food,Transaction at Starbucks,,,,,,,,,,,
2025-02-12,1510.59,Transport,Transaction at BMTC,,,,,,,,,,,
2025-02-12,93964.84,Electronics,Transaction at Dell Exclusive,,,,,,,,,,,
2025-02-12,1422.55,Grocery,Transaction at JioMart,,,,,,,,,,,
2025-02-12,3716.86,Grocery,Transaction at Nature's Basket,,,,,,,,,,,
2025-02-12,21065.82,Travel,Transaction at Air India,,,,,,,,,,,
2025-02-12,1577.46,Clothing,Transaction at US Polo,,,,,,,,,,,
2025-02-12,4052.97,Clothing,Transaction at Biba,,,,,,,,,,,
2025-02-12,147441.05,Electronics,Transaction at Asus Store,,,,,,,,,,,
2025-02-12,17482.79,Travel,Transaction at Yatra,,,,,,,,,,,
2025-02-12,1216.73,Transport,Transaction at BMTC,,,,,,,,,,,
2025-02-12,1473.56,Transport,Transaction at Rapido,,,,,,,,,,,
2025-02-12,2425.94,Bills,Transaction at Property Tax Online,,,,,,,,,,,
2025-02-12,1321.89,Transport,Transaction at RedBus,,,,,,,,,,,
2025-02-13,141.29,Food,Transaction at Paradise Biryani,,,,,,,,,,,
2025-02-13,172.47,Entertainment,Transaction at Spotify,,,,,,,,,,,
2025-02-13,146.93,Food,Transaction at Dominos,,,,,,,,,,,
2025-02-13,6211.7,Healthcare,Transaction at 1mg,,,,,,,,,,,
2025-02-13,820.47,Entertainment,Transaction at Zee5,,,,,,,,,,,
2025-02-13,18885.42,Travel,Transaction at Yatra,,,,,,,,,,,
2025-02-13,1941.09,Transport,Transaction at Yulu Bikes,,,,,,,,,,,
2025-02-13,2220.29,Bills,Transaction at Property Tax Online,,,,,,,,,,,
2025-02-13,1272.53,Transport,Transaction at RedBus,,,,,,,,,,,
2025-02-13,2251.02,Clothing,Transaction at Wrogn,,,,,,,,,,,
2025-02-13,66.7,Transport,Transaction at Ola,,,,,,,,,,,
2025-02-13,13275.14,Electronics,Transaction at Dell Exclusive,,,,,,,,,,,
2025-02-13,1101.52,Bills,Transaction at Water Board,,,,,,,,,,,
2025-02-13,250.58,Bills,Transaction at Jio Fiber,,,,,,,,,,,
2025-02-13,345.43,Food,Transaction at A2B,,,,,,,,,,,
2025-02-13,6777.88,Travel,Transaction at Yatra,,,,,,,,,,,
2025-02-13,121932.04,Electronics,Transaction at Asus Store,,,,,,,,,,,
2025-02-13,1128.29,Food,Transaction at Taco Bell,,,,,,,,,,,
2025-02-13,146242.21,Electronics,Transaction at Noise,,,,,,,,,,,
2025-02-13,147469.65,Electronics,Transaction at Vivo Store,,,,,,,,,,,
2025-02-14,149197.11,Electronics,Transaction at OnePlus,,,,,,,,,,,
2025-02-14,45459.55,Electronics,Transaction at HP World,,,,,,,,,,,
2025-02-14,1476.65,Transport,Transaction at TSRTC,,,,,,,,,,,
2025-02-14,3755.84,Bills,Transaction at Water Board,,,,,,,,,,,
2025-02-14,6681.59,Clothing,Transaction at Levis,,,,,,,,,,,
2025-02-14,4021.7,Travel,Transaction at MakeMyTrip,,,,,,,,,,,
2025-02-14,817.54,Food,Transaction at Paradise Biryani,,,,,,,,,,,
2025-02-14,301.95,Transport,Transaction at Metro Rail,,,,,,,,,,,
2025-02-14,2229.23,Bills,Transaction at Water Board,,,,,,,,,,,
2025-02-14,3569.39,Online Shopping,Transaction at Nykaa,,,,,,,,,,,
2025-02-14,8855.56,Healthcare,Transaction at CloudNine,,,,,,,,,,,
2025-02-14,4036.36,Bills,Transaction at ACT Fibernet,,,,,,,,,,,
2025-02-14,1268.17,Transport,Transaction at Yulu Bikes,,,,,,,,,,,
2025-02-14,4384.42,Electronics,Transaction at Asus Store,,,,,,,,,,,
2025-02-14,12457.2,Healthcare,Transaction at Fortis,,,,,,,,,,,
2025-02-14,330.66,Transport,Transaction at Rapido,,,,,,,,,,,
2025-02-14,812.11,Entertainment,Transaction at Hotstar,,,,,,,,,,,
2025-02-15,18246.21,Travel,Transaction at Goibibo,,,,,,,,,,,
2025-02-15,668.06,Food,Transaction at CCD,,,,,,,,,,,
2025-02-15,937.98,Food,Transaction at McDonalds,,,,,,,,,,,
2025-02-15,12762.93,Online Shopping,Transaction at Flipkart,,,,,,,,,,,
2025-02-15,117703.22,Electronics,Transaction at Dell Exclusive,,,,,,,,,,,
2025-02-15,15360.42,Online Shopping,Transaction at Ajio,,,,,,,,,,,
2025-02-15,945.91,Entertainment,Transaction at Hotstar,,,,,,,,,,,
2025-02-15,3113.72,Grocery,Transaction at Spencers,,,,,,,,,,,
2025-02-15,4527.72,Clothing,Transaction at Woodland,,,,,,,,,,,
2025-02-15,1079.33,Transport,Transaction at BMTC,,,,,,,,,,,
2025-02-15,7379.04,Clothing,Transaction at Adidas,,,,,,,,,,,
2025-02-15,3473.35,Healthcare,Transaction at 1mg,,,,,,,,,,,
2025-02-15,1000.59,Clothing,Transaction at Pantaloons,,,,,,,,,,,
2025-02-15,77877.7,Electronics,Transaction at Sony Center,,,,,,,,,,,
2025-02-15,237.05,Bills,Transaction at ACT Fibernet,,,,,,,,,,,
2025-02-15,352.96,Entertainment,Transaction at Hotstar,,,,,,,,,,,
2025-02-15,204.77,Transport,Transaction at Uber,,,,,,,,,,,
2025-02-15,13792.84,Healthcare,Transaction at 1mg,,,,,,,,,,,
2025-02-15,1065.93,Transport,Transaction at Yulu Bikes,,,,,,,,,,,
2025-02-15,3719.22,Grocery,Transaction at Star Bazaar,,,,,,,,,,,
2025-02-15,43427.79,Electronics,Transaction at Dell Exclusive,,,,,,,,,,,
2025-02-15,12469.88,Healthcare,Transaction at PharmEasy,,,,,,,,,,,
2025-02-15,2668.46,Clothing,Transaction at Pantaloons,,,,,,,,,,,
2025-02-16,2429.44,Online Shopping,Transaction at Lenskart,,,,,,,,,,,
2025-02-16,914.44,Food,Transaction at Pizza Hut,,,,,,,,,,,
2025-02-16,12699.47,Healthcare,Transaction at PharmEasy,,,,,,,,,,,
2025-02-16,22798.9,Travel,Transaction at IRCTC,,,,,,,,,,,
2025-02-16,264.33,Food,Transaction at A2B,,,,,,,,,,,
2025-02-16,7206.91,Clothing,Transaction at US Polo,,,,,,,,,,,
2025-02-16,2219.97,Clothing,Transaction at Allen Solly,,,,,,,,,,,
2025-02-16,11241.08,Online Shopping,Transaction at Tata Cliq,,,,,,,,,,,
2025-02-16,692.39,Entertainment,Transaction at Zee5,,,,,,,,,,,
2025-02-16,1879.26,Grocery,Transaction at More Supermarket,,,,,,,,,,,
2025-02-16,4415.83,Bills,Transaction at Jio Fiber,,,,,,,,,,,
2025-02-16,4954.95,Clothing,Transaction at Wrogn,,,,,,,,,,,
2025-02-16,4886.09,Bills,Transaction at Airtel,,,,,,,,,,,
2025-02-16,833.1,Clothing,Transaction at Zara,,,,,,,,,,,
2025-02-16,1443.82,Travel,Transaction at MakeMyTrip,,,,,,,,,,,
2025-02-16,6824.47,Travel,Transaction at Goibibo,,,,,,,,,,,
2025-02-16,326.11,Food,Transaction at Burger King,,,,,,,,,,,
2025-02-16,105261.83,Electronics,Transaction at Mi Store,,,,,,,,,,,
2025-02-16,9201.83,Online Shopping,Transaction at Myntra,,,,,,,,,,,
2025-02-17,18445.07,Healthcare,Transaction at Apollo Pharmacy,,,,,,,,,,,
2025-02-17,17138.98,Online Shopping,Transaction at Meesho,,,,,,,,,,,
2025-02-17,8823.95,Online Shopping,Transaction at Lenskart,,,,,,,,,,,
2025-02-17,1916.77,Grocery,Transaction at BigBazaar,,,,,,,,,,,
2025-02-17,14802.7,Travel,Transaction at Air India,,,,,,,,,,,
2025-02-17,6777.73,Online Shopping,Transaction at Nykaa,,,,,,,,,,,
2025-02-17,2066.03,Grocery,Transaction at DMart,,,,,,,,,,,
2025-02-17,70919.57,Electronics,Transaction at Samsung Store,,,,,,,,,,,
2025-02-17,9109.9,Healthcare,Transaction at MedPlus,,,,,,,,,,,
2025-02-17,1857.65,Bills,Transaction at Vodafone Idea,,,,,,,,,,,
2025-02-17,3602.97,Grocery,Transaction at Reliance Fresh,,,,,,,,,,,
2025-02-17,229.13,Bills,Transaction at ACT Fibernet,,,,,,,,,,,
2025-02-17,540.24,Bills,Transaction at Gas Agency,,,,,,,,,,,
2025-02-17,1175.04,Transport,Transaction at Meru Cabs,,,,,,,,,,,
2025-02-17,111714.93,Electronics,Transaction at Apple Store,,,,,,,,,,,
2025-02-17,1358.39,Transport,Transaction at Ola,,,,,,,,,,,
2025-02-17,3201.66,Grocery,Transaction at Spencers,,,,,,,,,,,
2025-02-17,28206.0,Electronics,Transaction at Samsung Store,,,,,,,,,,,
2025-02-17,14363.27,Online Shopping,Transaction at Amazon,,,,,,,,,,,
2025-02-17,1115.86,Food,Transaction at Starbucks,,,,,,,,,,,
2025-02-17,18212.65,Healthcare,Transaction at PharmEasy,,,,,,,,,,,
2025-02-17,1794.84,Transport,Transaction at Yulu Bikes,,,,,,,,,,,
2025-02-17,16576.84,Healthcare,Transaction at MedPlus,,,,,,,,,,,
2025-02-18,265.72,Food,Transaction at Pizza Hut,,,,,,,,,,,
2025-02-18,1763.41,Healthcare,Transaction at 1mg,,,,,,,,,,,
2025-02-18,19052.11,Travel,Transaction at Goibibo,,,,,,,,,,,
2025-02-18,862.61,Entertainment,Transaction at Netflix,,,,,,,,,,,
2025-02-18,1056.93,Food,Transaction at Cream Stone,,,,,,,,,,,
2025-02-18,14478.56,Online Shopping,Transaction at Pepperfry,,,,,,,,,,,
2025-02-18,4718.87,Grocery,Transaction at Reliance Fresh,,,,,,,,,,,
2025-02-18,944.8,Entertainment,Transaction at Spotify,,,,,,,,,,,
2025-02-18,90004.42,Electronics,Transaction at Dell Exclusive,,,,,,,,,,,
2025-02-18,5469.17,Online Shopping,Transaction at Flipkart,,,,,,,,,,,
2025-02-18,22624.32,Travel,Transaction at AirAsia,,,,,,,,,,,
2025-02-18,137369.44,Electronics,Transaction at Dell Exclusive,,,,,,,,,,,
2025-02-18,9772.6,Online Shopping,Transaction at Snapdeal,,,,,,,,,,,
2025-02-18,2737.33,Grocery,Transaction at More Supermarket,,,,,,,,,,,
2025-02-18,84934.51,Electronics,Transaction at Noise,,,,,,,,,,,
2025-02-18,2768.16,Grocery,Transaction at JioMart,,,,,,,,,,,
2025-02-18,5820.47,Clothing,Transaction at Puma,,,,,,,,,,,
2025-02-18,21654.08,Electronics,Transaction at Boat Lifestyle,,,,,,,,,,,
2025-02-18,1931.64,Clothing,Transaction at US Polo,,,,,,,,,,,
2025-02-18,19881.19,Electronics,Transaction at Reliance Digital,,,,,,,,,,,
2025-02-18,117550.72,Electronics,Transaction at Vivo Store,,,,,,,,,,,
2025-02-18,270.87,Online Shopping,Transaction at Snapdeal,,,,,,,,,,,
2025-02-18,4946.12,Grocery,Transaction at BigBazaar,,,,,,,,,,,
2025-02-19,862.35,Transport,Transaction at Ola,,,,,,,,,,,
2025-02-19,4311.46,Bills,Transaction at BSNL,,,,,,,,,,,
2025-02-19,4470.83,Clothing,Transaction at Adidas,,,,,,,,,,,
2025-02-19,4302.6,Bills,Transaction at TNEB,,,,,,,,,,,
2025-02-19,20558.66,Electronics,Transaction at OnePlus,,,,,,,,,,,
2025-02-19,17695.87,Healthcare,Transaction at Apollo Hospital,,,,,,,,,,,
2025-02-19,3019.68,Bills,Transaction at BSNL,,,,,,,,,,,
2025-02-19,5153.24,Bills,Transaction at ACT Fibernet,,,,,,,,,,,
2025-02-19,17575.25,Online Shopping,Transaction at Amazon,,,,,,,,,,,
2025-02-19,4479.54,Grocery,Transaction at Reliance Fresh,,,,,,,,,,,
2025-02-19,1498.28,Transport,Transaction at Ola,,,,,,,,,,,
2025-02-19,14643.59,Online Shopping,Transaction at Ajio,,,,,,,,,,,
2025-02-19,18118.68,Travel,Transaction at Vistara,,,,,,,,,,,
2025-02-19,1346.99,Transport,Transaction at Yulu Bikes,,,,,,,,,,,
2025-02-19,492.37,Food,Transaction at Starbucks,,,,,,,,,,,
2025-02-19,11376.34,Healthcare,Transaction at CloudNine,,,,,,,,,,,
2025-02-19,7852.49,Online Shopping,Transaction at Myntra,,,,,,,,,,,
2025-02-19,3638.74,Clothing,Transaction at Puma,,,,,,,,,,,
2025-02-19,7913.89,Clothing,Transaction at Allen Solly,,,,,,,,,,,
2025-02-20,493.69,Transport,Transaction at TSRTC,,,,,,,,,,,
2025-02-20,3551.19,Clothing,Transaction at Levis,,,,,,,,,,,
2025-02-20,9773.41,Online Shopping,Transaction at Snapdeal,,,,,,,,,,,
2025-02-20,682.45,Bills,Transaction at Water Board,,,,,,,,,,,
2025-02-20,3328.08,Travel,Transaction at IndiGo,,,,,,,,,,,
2025-02-20,739.52,Food,Transaction at Subway,,,,,,,,,,,
2025-02-20,2744.05,Healthcare,Transaction at MedPlus,,,,,,,,,,,
2025-02-20,711.43,Entertainment,Transaction at Apple Music,,,,,,,,,,,
2025-02-20,153.64,Entertainment,Transaction at Hotstar,,,,,,,,,,,
2025-02-20,1216.66,Food,Transaction at CCD,,,,,,,,,,,
2025-02-20,2699.49,Online Shopping,Transaction at Myntra,,,,,,,,,,,
2025-02-20,5969.56,Bills,Transaction at BSNL,,,,,,,,,,,
2025-02-20,972.35,Entertainment,Transaction at Amazon Prime,,,,,,,,,,,
2025-02-20,1837.56,Transport,Transaction at Yulu Bikes,,,,,,,,,,,
2025-02-20,151.65,Entertainment,Transaction at Hotstar,,,,,,,,,,,
2025-02-20,826.94,Clothing,Transaction at Pantaloons,,,,,,,,,,,
2025-02-20,4917.56,Grocery,Transaction at BigBazaar,,,,,,,,,,,
2025-02-20,1393.3,Transport,Transaction at Metro Rail,,,,,,,,,,,
2025-02-20,15571.45,Healthcare,Transaction at CloudNine,,,,,,,,,,,
2025-02-20,3888.84,Grocery,Transaction at JioMart,,,,,,,,,,,
2025-02-20,1397.71,Food,Transaction at A2B,,,,,,,,,,,
2025-02-20,159.14,Food,Transaction at Taco Bell,,,,,,,,,,,
2025-02-20,5719.97,Healthcare,Transaction at Kauvery,,,,,,,,,,,
2025-02-20,80843.83,Electronics,Transaction at Croma,,,,,,,,,,,
2025-02-21,14651.58,Healthcare,Transaction at Kauvery,,,,,,,,,,,
2025-02-21,21755.19,Travel,Transaction at IRCTC,,,,,,,,,,,
2025-02-21,110070.13,Electronics,Transaction at Samsung Store,,,,,,,,,,,
2025-02-21,1636.4,Transport,Transaction at Meru Cabs,,,,,,,,,,,
2025-02-21,1376.3,Clothing,Transaction at Zara,,,,,,,,,,,
2025-02-21,16971.6,Online Shopping,Transaction at Lenskart,,,,,,,,,,,
2025-02-21,679.31,Food,Transaction at Dominos,,,,,,,,,,,
2025-02-21,3047.69,Grocery,Transaction at Reliance Fresh,,,,,,,,,,,
2025-02-21,367.99,Transport,Transaction at Meru Cabs,,,,,,,,,,,
2025-02-21,10863.08,Travel,Transaction at IRCTC,,,,,,,,,,,
2025-02-21,5029.14,Clothing,Transaction at Max Fashion,,,,,,,,,,,
2025-02-21,1816.51,Grocery,Transaction at BigBazaar,,,,,,,,,,,
2025-02-21,118113.13,Electronics,Transaction at Samsung Store,,,,,,,,,,,
2025-02-21,1147.12,Grocery,Transaction at Star Bazaar,,,,,,,,,,,
2025-02-21,506.23,Transport,Transaction at Ola,,,,,,,,,,,
2025-02-21,1248.73,Transport,Transaction at Ola,,,,,,,,,,,
2025-02-21,31426.39,Electronics,Transaction at OnePlus,,,,,,,,,,,
2025-02-21,387.06,Grocery,Transaction at Reliance Fresh,,,,,,,,,,,
2025-02-21,7216.13,Healthcare,Transaction at Apollo Pharmacy,,,,,,,,,,,
2025-02-21,635.98,Entertainment,Transaction at Apple Music,,,,,,,,,,,
2025-02-21,3885.4,Grocery,Transaction at Nature's Basket,,,,,,,,,,,
2025-02-22,2297.18,Travel,Transaction at IndiGo,,,,,,,,,,,
2025-02-22,317.1,Entertainment,Transaction at Apple Music,,,,,,,,,,,
2025-02-22,2416.6,Clothing,Transaction at Levis,,,,,,,,,,,
2025-02-22,1160.47,Food,Transaction at KFC,,,,,,,,,,,
2025-02-22,51524.42,Electronics,Transaction at Mi Store,,,,,,,,,,,
2025-02-22,17318.24,Travel,Transaction at Booking.com,,,,,,,,,,,
2025-02-22,1876.49,Transport,Transaction at RedBus,,,,,,,,,,,
2025-02-22,244.64,Entertainment,Transaction at Amazon Prime,,,,,,,,,,,
2025-02-22,18607.4,Travel,Transaction at Air India,,,,,,,,,,,
2025-02-22,3772.43,Grocery,Transaction at JioMart,,,,,,,,,,,
2025-02-22,28407.42,Travel,Transaction at IRCTC,,,,,,,,,,,
2025-02-22,791.64,Entertainment,Transaction at Spotify,,,,,,,,,,,
2025-02-22,89493.87,Electronics,Transaction at OnePlus,,,,,,,,,,,
2025-02-22,2891.42,Bills,Transaction at BSNL,,,,,,,,,,,
2025-02-22,694.8,Entertainment,Transaction at SonyLiv,,,,,,,,,,,
2025-02-22,7098.15,Healthcare,Transaction at 1mg,,,,,,,,,,,
2025-02-22,4218.64,Healthcare,Transaction at 1mg,,,,,,,,,,,
2025-02-22,1949.57,Clothing,Transaction at Woodland,,,,,,,,,,,
2025-02-22,24250.56,Travel,Transaction at Goibibo,,,,,,,,,,,
2025-02-22,8683.2,Healthcare,Transaction at PharmEasy,,,,,,,,,,,
2025-02-22,8579.84,Healthcare,Transaction at Apollo Pharmacy,,,,,,,,,,,
2025-02-22,172.53,Transport,Transaction at RedBus,,,,,,,,,,,
2025-02-22,1463.42,Food,Transaction at CCD,,,,,,,,,,,
2025-02-22,11745.45,Healthcare,Transaction at Apollo Pharmacy,,,,,,,,,,,
2025-02-22,1334.77,Food,Transaction at CCD,,,,,,,,,,,
2025-02-22,20276.02,Travel,Transaction at Booking.com,,,,,,,,,,,
2025-02-22,508.16,Grocery,Transaction at Nilgiris,,,,,,,,,,,
2025-02-22,22252.71,Travel,Transaction at OYO,,,,,,,,,,,
2025-02-22,897.95,Transport,Transaction at TSRTC,,,,,,,,,,,
2025-02-22,1035.78,Grocery,Transaction at BigBazaar,,,,,,,,,,,
2025-02-23,822.4,Transport,Transaction at Ola,,,,,,,,,,,
2025-02-23,10165.48,Healthcare,Transaction at Apollo Hospital,,,,,,,,,,,
2025-02-23,1389.94,Transport,Transaction at BMTC,,,,,,,,,,,
2025-02-23,4041.34,Travel,Transaction at Booking.com,,,,,,,,,,,
2025-02-23,1962.62,Bills,Transaction at Gas Agency,,,,,,,,,,,
2025-02-23,1380.2,Transport,Transaction at Metro Rail,,,,,,,,,,,
2025-02-23,47672.43,Electronics,Transaction at Reliance Digital,,,,,,,,,,,
2025-02-23,1597.91,Clothing,Transaction at H&M,,,,,,,,,,,
2025-02-23,4069.94,Grocery,Transaction at Spencers,,,,,,,,,,,
2025-02-23,5957.43,Bills,Transaction at Property Tax Online,,,,,,,,,,,
2025-02-23,996.17,Transport,Transaction at Yulu Bikes,,,,,,,,,,,
2025-02-23,5389.33,Bills,Transaction at Property Tax Online,,,,,,,,,,,
2025-02-23,3817.04,Healthcare,Transaction at Apollo Hospital,,,,,,,,,,,
2025-02-23,310.8,Food,Transaction at Saravana Bhavan,,,,,,,,,,,
2025-02-23,19851.25,Online Shopping,Transaction at Tata Cliq,,,,,,,,,,,
2025-02-23,1003.14,Food,Transaction at Barbeque Nation,,,,,,,,,,,
2025-02-23,2857.34,Clothing,Transaction at H&M,,,,,,,,,,,
2025-02-23,560.67,Bills,Transaction at Gas Agency,,,,,,,,,,,
2025-02-23,16573.84,Travel,Transaction at Goibibo,,,,,,,,,,,
2025-02-23,120494.84,Electronics,Transaction at Sony Center,,,,,,,,,,,
2025-02-23,646.95,Entertainment,Transaction at Netflix,,,,,,,,,,,
2025-02-23,1786.56,Bills,Transaction at TNEB,,,,,,,,,,,
2025-02-23,676.82,Entertainment,Transaction at Gaana,,,,,,,,,,,
2025-02-23,17960.18,Healthcare,Transaction at Apollo Hospital,,,,,,,,,,,
2025-02-23,241.94,Entertainment,Transaction at Apple Music,,,,,,,,,,,
2025-02-24,232.39,Entertainment,Transaction at Netflix,,,,,,,,,,,
2025-02-24,4248.89,Online Shopping,Transaction at Myntra,,,,,,,,,,,
2025-02-24,3783.07,Clothing,Transaction at H&M,,,,,,,,,,,
2025-02-24,643.22,Food,Transaction at CCD,,,,,,,,,,,
2025-02-24,29502.88,Electronics,Transaction at Boat Lifestyle,,,,,,,,,,,
2025-02-24,106.47,Food,Transaction at Burger King,,,,,,,,,,,
2025-02-24,16273.23,Electronics,Transaction at Asus Store,,,,,,,,,,,
2025-02-24,22509.82,Travel,Transaction at Booking.com,,,,,,,,,,,
2025-02-24,5371.26,Online Shopping,Transaction at Myntra,,,,,,,,,,,
2025-02-24,10309.67,Healthcare,Transaction at Kauvery,,,,,,,,,,,
2025-02-24,4683.39,Bills,Transaction at Water Board,,,,,,,,,,,
2025-02-24,5767.52,Online Shopping,Transaction at Ajio,,,,,,,,,,,
2025-02-24,738.66,Entertainment,Transaction at Hotstar,,,,,,,,,,,
2025-02-24,541.69,Transport,Transaction at Uber,,,,,,,,,,,
2025-02-25,601.33,Transport,Transaction at Rapido,,,,,,,,,,,
2025-02-25,3787.78,Clothing,Transaction at Puma,,,,,,,,,,,
2025-02-25,991.44,Transport,Transaction at Rapido,,,,,,,,,,,
2025-02-25,7423.46,Travel,Transaction at Goibibo,,,,,,,,,,,
2025-02-25,17628.94,Online Shopping,Transaction at Snapdeal,,,,,,,,,,,
2025-02-25,21145.29,Travel,Transaction at MakeMyTrip,,,,,,,,,,,
2025-02-25,10578.04,Healthcare,Transaction at Netmeds,,,,,,,,,,,
2025-02-25,9071.62,Healthcare,Transaction at PharmEasy,,,,,,,,,,,
2025-02-25,148.69,Entertainment,Transaction at Hotstar,,,,,,,,,,,
2025-02-25,608.24,Travel,Transaction at MakeMyTrip,,,,,,,,,,,
2025-02-25,19329.11,Healthcare,Transaction at Kauvery,,,,,,,,,,,
2025-02-25,553.89,Entertainment,Transaction at Apple Music,,,,,,,,,,,
2025-02-25,2581.9,Bills,Transaction at Property Tax Online,,,,,,,,,,,
2025-02-25,62089.62,Electronics,Transaction at Asus Store,,,,,,,,,,,
2025-02-25,109679.59,Electronics,Transaction at OnePlus,,,,,,,,,,,
2025-02-25,17317.51,Online Shopping,Transaction at Ajio,,,,,,,,,,,
2025-02-25,3659.05,Grocery,Transaction at Spencers,,,,,,,,,,,
2025-02-25,198.56,Entertainment,Transaction at Aha,,,,,,,,,,,
2025-02-25,4959.44,Clothing,Transaction at Pantaloons,,,,,,,,,,,
2025-02-25,611.35,Entertainment,Transaction at Apple Music,,,,,,,,,,,
2025-02-25,5931.99,Clothing,Transaction at Adidas,,,,,,,,,,,
2025-02-25,4219.15,Bills,Transaction at Airtel,,,,,,,,,,,
2025-02-25,674.79,Grocery,Transaction at DMart,,,,,,,,,,,
2025-02-25,634.76,Entertainment,Transaction at Apple Music,,,,,,,,,,,
2025-02-26,184.47,Entertainment,Transaction at YouTube Premium,,,,,,,,,,,
2025-02-26,1949.16,Bills,Transaction at ACT Fibernet,,,,,,,,,,,
2025-02-26,802.99,Entertainment,Transaction at Gaana,,,,,,,,,,,
2025-02-26,1366.52,Food,Transaction at Pizza Hut,,,,,,,,,,,
2025-02-26,1227.42,Food,Transaction at Barbeque Nation,,,,,,,,,,,
2025-02-26,501.86,Entertainment,Transaction at Amazon Prime,,,,,,,,,,,
2025-02-26,7724.55,Clothing,Transaction at Zara,,,,,,,,,,,
2025-02-26,910.35,Entertainment,Transaction at Apple Music,,,,,,,,,,,
2025-02-26,864.84,Food,Transaction at Dominos,,,,,,,,,,,
2025-02-26,4439.42,Grocery,Transaction at Reliance Fresh,,,,,,,,,,,
2025-02-26,2936.8,Grocery,Transaction at JioMart,,,,,,,,,,,
2025-02-26,19956.88,Healthcare,Transaction at Aster,,,,,,,,,,,
2025-02-26,333.23,Food,Transaction at Burger King,,,,,,,,,,,
2025-02-26,398.1,Transport,Transaction at Meru Cabs,,,,,,,,,,,
2025-02-26,1788.48,Transport,Transaction at Metro Rail,,,,,,,,,,,
2025-02-26,3210.97,Healthcare,Transaction at Aster,,,,,,,,,,,
2025-02-26,954.3,Food,Transaction at Pizza Hut,,,,,,,,,,,
2025-02-26,12736.28,Healthcare,Transaction at Netmeds,,,,,,,,,,,
2025-02-26,9820.03,Travel,Transaction at Booking.com,,,,,,,,,,,
2025-02-26,4836.91,Grocery,Transaction at Nature's Basket,,,,,,,,,,,
2025-02-26,79609.54,Electronics,Transaction at Mi Store,,,,,,,,,,,
2025-02-26,312.8,Entertainment,Transaction at Gaana,,,,,,,,,,,
2025-02-26,1340.12,Bills,Transaction at Gas Agency,,,,,,,,,,,
2025-02-26,3852.04,Healthcare,Transaction at Kauvery,,,,,,,,,,,
2025-02-27,4047.44,Bills,Transaction at Vodafone Idea,,,,,,,,,,,
2025-02-27,2986.54,Grocery,Transaction at JioMart,,,,,,,,,,,
2025-02-27,17441.97,Online Shopping,Transaction at Tata Cliq,,,,,,,,,,,
2025-02-27,7954.5,Online Shopping,Transaction at Flipkart,,,,,,,,,,,
2025-02-27,19542.23,Online Shopping,Transaction at Nykaa,,,,,,,,,,,
2025-02-27,14080.97,Healthcare,Transaction at Kauvery,,,,,,,,,,,
2025-02-27,155.46,Transport,Transaction at BMTC,,,,,,,,,,,
2025-02-27,890.96,Bills,Transaction at ACT Fibernet,,,,,,,,,,,
2025-02-27,11894.23,Travel,Transaction at Goibibo,,,,,,,,,,,
2025-02-27,7845.25,Clothing,Transaction at Allen Solly,,,,,,,,,,,
2025-02-27,3851.15,Bills,Transaction at Gas Agency,,,,,,,,,,,
2025-02-27,148528.0,Electronics,Transaction at Asus Store,,,,,,,,,,,
2025-02-27,4955.41,Clothing,Transaction at Woodland,,,,,,,,,,,
2025-02-27,1159.72,Grocery,Transaction at Nature's Basket,,,,,,,,,,,
2025-02-27,5296.41,Bills,Transaction at ACT Fibernet,,,,,,,,,,,
2025-02-27,14786.29,Healthcare,Transaction at Fortis,,,,,,,,,,,
2025-02-27,583.26,Food,Transaction at McDonalds,,,,,,,,,,,
2025-02-27,572.83,Entertainment,Transaction at Spotify,,,,,,,,,,,
2025-02-27,1068.47,Transport,Transaction at BMTC,,,,,,,,,,,
2025-02-28,733.84,Entertainment,Transaction at Netflix,,,,,,,,,,,
2025-02-28,993.17,Entertainment,Transaction at YouTube Premium,,,,,,,,,,,
2025-02-28,27013.48,Travel,Transaction at Booking.com,,,,,,,,,,,
2025-02-28,17506.31,Healthcare,Transaction at 1mg,,,,,,,,,,,
2025-02-28,4823.54,Grocery,Transaction at DMart,,,,,,,,,,,
2025-02-28,44535.67,Electronics,Transaction at Dell Exclusive,,,,,,,,,,,
2025-02-28,584.77,Food,Transaction at Subway,,,,,,,,,,,
2025-02-28,500.84,Transport,Transaction at Metro Rail,,,,,,,,,,,
2025-02-28,665.88,Food,Transaction at Paradise Biryani,,,,,,,,,,,
2025-02-28,27192.7,Travel,Transaction at Air India,,,,,,,,,,,
2025-02-28,15084.49,Online Shopping,Transaction at Ajio,,,,,,,,,,,
2025-02-28,1874.67,Grocery,Transaction at DMart,,,,,,,,,,,
